Record Number	Category	Title	Aspect Name	Aspect Value
948	1	Zimmermann Sport BremsscheibenBeläge für FORD Fiesta Vi 1.6 Ti St180 vornehinten	Hersteller	Zimmermann
948	1	Zimmermann Sport BremsscheibenBeläge für FORD Fiesta Vi 1.6 Ti St180 vornehinten	Modell	Sport
948	1	Zimmermann Sport BremsscheibenBeläge für FORD Fiesta Vi 1.6 Ti St180 vornehinten	Im_Lieferumfang_Enthalten	BremsscheibenBeläge
948	1	Zimmermann Sport BremsscheibenBeläge für FORD Fiesta Vi 1.6 Ti St180 vornehinten	O	für
948	1	Zimmermann Sport BremsscheibenBeläge für FORD Fiesta Vi 1.6 Ti St180 vornehinten	Kompatible_Fahrzeug_Marke	FORD
948	1	Zimmermann Sport BremsscheibenBeläge für FORD Fiesta Vi 1.6 Ti St180 vornehinten	Kompatibles_Fahrzeug_Modell	Fiesta Vi 1.6 Ti St180
948	1	Zimmermann Sport BremsscheibenBeläge für FORD Fiesta Vi 1.6 Ti St180 vornehinten	Einbauposition	vornehinten
949	1	Audi A4 2,0-TDI 8W5 Bremsscheiben vorne gelocht Beläge PR-NR 1LC 1KD Zimmermann	Kompatible_Fahrzeug_Marke	Audi
949	1	Audi A4 2,0-TDI 8W5 Bremsscheiben vorne gelocht Beläge PR-NR 1LC 1KD Zimmermann	Kompatibles_Fahrzeug_Modell	A4 2,0-TDI 8W5
949	1	Audi A4 2,0-TDI 8W5 Bremsscheiben vorne gelocht Beläge PR-NR 1LC 1KD Zimmermann	Im_Lieferumfang_Enthalten	Bremsscheiben
949	1	Audi A4 2,0-TDI 8W5 Bremsscheiben vorne gelocht Beläge PR-NR 1LC 1KD Zimmermann	Einbauposition	vorne
949	1	Audi A4 2,0-TDI 8W5 Bremsscheiben vorne gelocht Beläge PR-NR 1LC 1KD Zimmermann	Bremsscheibenart	gelocht
949	1	Audi A4 2,0-TDI 8W5 Bremsscheiben vorne gelocht Beläge PR-NR 1LC 1KD Zimmermann	Im_Lieferumfang_Enthalten	Beläge
949	1	Audi A4 2,0-TDI 8W5 Bremsscheiben vorne gelocht Beläge PR-NR 1LC 1KD Zimmermann	Kompatibles_Fahrzeug_Modell	PR-NR 1LC 1KD
949	1	Audi A4 2,0-TDI 8W5 Bremsscheiben vorne gelocht Beläge PR-NR 1LC 1KD Zimmermann	Hersteller	Zimmermann
952	1	Zimmermann Sport Bremse Bremsen Bremsscheiben Beläge Vorne Hinten für Bmw	Hersteller	Zimmermann
952	1	Zimmermann Sport Bremse Bremsen Bremsscheiben Beläge Vorne Hinten für Bmw	Produktlinie	Sport
952	1	Zimmermann Sport Bremse Bremsen Bremsscheiben Beläge Vorne Hinten für Bmw	Produktart	Bremse Bremsen
952	1	Zimmermann Sport Bremse Bremsen Bremsscheiben Beläge Vorne Hinten für Bmw	Im_Lieferumfang_Enthalten	Bremsscheiben
952	1	Zimmermann Sport Bremse Bremsen Bremsscheiben Beläge Vorne Hinten für Bmw	Im_Lieferumfang_Enthalten	Beläge
952	1	Zimmermann Sport Bremse Bremsen Bremsscheiben Beläge Vorne Hinten für Bmw	Einbauposition	Vorne Hinten
952	1	Zimmermann Sport Bremse Bremsen Bremsscheiben Beläge Vorne Hinten für Bmw	O	für
952	1	Zimmermann Sport Bremse Bremsen Bremsscheiben Beläge Vorne Hinten für Bmw	Kompatible_Fahrzeug_Marke	Bmw
956	1	ATE BREMSSCHEIBEN Ø302MM + BREMSBELÄGE HINTEN FÜR MAZDA 5 GENERAL MOTORS MAZDA	Hersteller	ATE
956	1	ATE BREMSSCHEIBEN Ø302MM + BREMSBELÄGE HINTEN FÜR MAZDA 5 GENERAL MOTORS MAZDA	Im_Lieferumfang_Enthalten	BREMSSCHEIBEN
956	1	ATE BREMSSCHEIBEN Ø302MM + BREMSBELÄGE HINTEN FÜR MAZDA 5 GENERAL MOTORS MAZDA	Bremsscheiben-Aussendurchmesser	Ø302MM
956	1	ATE BREMSSCHEIBEN Ø302MM + BREMSBELÄGE HINTEN FÜR MAZDA 5 GENERAL MOTORS MAZDA	O	+
956	1	ATE BREMSSCHEIBEN Ø302MM + BREMSBELÄGE HINTEN FÜR MAZDA 5 GENERAL MOTORS MAZDA	Im_Lieferumfang_Enthalten	BREMSBELÄGE
956	1	ATE BREMSSCHEIBEN Ø302MM + BREMSBELÄGE HINTEN FÜR MAZDA 5 GENERAL MOTORS MAZDA	Einbauposition	HINTEN
956	1	ATE BREMSSCHEIBEN Ø302MM + BREMSBELÄGE HINTEN FÜR MAZDA 5 GENERAL MOTORS MAZDA	O	FÜR
956	1	ATE BREMSSCHEIBEN Ø302MM + BREMSBELÄGE HINTEN FÜR MAZDA 5 GENERAL MOTORS MAZDA	Kompatible_Fahrzeug_Marke	MAZDA
956	1	ATE BREMSSCHEIBEN Ø302MM + BREMSBELÄGE HINTEN FÜR MAZDA 5 GENERAL MOTORS MAZDA	Kompatibles_Fahrzeug_Modell	5
956	1	ATE BREMSSCHEIBEN Ø302MM + BREMSBELÄGE HINTEN FÜR MAZDA 5 GENERAL MOTORS MAZDA	Kompatible_Fahrzeug_Marke	GENERAL MOTORS MAZDA
969	2	CONTINENTAL CTAM CT873 - Zahnriemen	Hersteller	CONTINENTAL CTAM
969	2	CONTINENTAL CTAM CT873 - Zahnriemen	Herstellernummer	CT873
969	2	CONTINENTAL CTAM CT873 - Zahnriemen	O	-
969	2	CONTINENTAL CTAM CT873 - Zahnriemen	Produktart	Zahnriemen
972	2	Reparatursatz BMW NEU E90 E60 M47D20 11312249626 ELRING 131.653 Febi 21267 29858	Produktart	Reparatursatz
972	2	Reparatursatz BMW NEU E90 E60 M47D20 11312249626 ELRING 131.653 Febi 21267 29858	Kompatible_Fahrzeug_Marke	BMW
972	2	Reparatursatz BMW NEU E90 E60 M47D20 11312249626 ELRING 131.653 Febi 21267 29858	O	NEU
972	2	Reparatursatz BMW NEU E90 E60 M47D20 11312249626 ELRING 131.653 Febi 21267 29858	Kompatibles_Fahrzeug_Modell	E90
972	2	Reparatursatz BMW NEU E90 E60 M47D20 11312249626 ELRING 131.653 Febi 21267 29858	Kompatibles_Fahrzeug_Modell	E60
972	2	Reparatursatz BMW NEU E90 E60 M47D20 11312249626 ELRING 131.653 Febi 21267 29858	Oe/Oem_Referenznummer(N)	M47D20
972	2	Reparatursatz BMW NEU E90 E60 M47D20 11312249626 ELRING 131.653 Febi 21267 29858	Oe/Oem_Referenznummer(N)	11312249626
972	2	Reparatursatz BMW NEU E90 E60 M47D20 11312249626 ELRING 131.653 Febi 21267 29858	Hersteller	ELRING
972	2	Reparatursatz BMW NEU E90 E60 M47D20 11312249626 ELRING 131.653 Febi 21267 29858	Oe/Oem_Referenznummer(N)	131.653
972	2	Reparatursatz BMW NEU E90 E60 M47D20 11312249626 ELRING 131.653 Febi 21267 29858	Hersteller	Febi
972	2	Reparatursatz BMW NEU E90 E60 M47D20 11312249626 ELRING 131.653 Febi 21267 29858	Oe/Oem_Referenznummer(N)	21267
972	2	Reparatursatz BMW NEU E90 E60 M47D20 11312249626 ELRING 131.653 Febi 21267 29858	Oe/Oem_Referenznummer(N)	29858
981	1	Bremsscheiben Ø 280 mm ABS Ringe Radlager Beläge hinten für Renault Trafic III	Im_Lieferumfang_Enthalten	Bremsscheiben
981	1	Bremsscheiben Ø 280 mm ABS Ringe Radlager Beläge hinten für Renault Trafic III	O	Ø
981	1	Bremsscheiben Ø 280 mm ABS Ringe Radlager Beläge hinten für Renault Trafic III	Bremsscheiben-Aussendurchmesser	280
981	1	Bremsscheiben Ø 280 mm ABS Ringe Radlager Beläge hinten für Renault Trafic III	Maßeinheit	mm
981	1	Bremsscheiben Ø 280 mm ABS Ringe Radlager Beläge hinten für Renault Trafic III	Im_Lieferumfang_Enthalten	ABS Ringe Radlager
981	1	Bremsscheiben Ø 280 mm ABS Ringe Radlager Beläge hinten für Renault Trafic III	Im_Lieferumfang_Enthalten	Beläge
981	1	Bremsscheiben Ø 280 mm ABS Ringe Radlager Beläge hinten für Renault Trafic III	Einbauposition	hinten
981	1	Bremsscheiben Ø 280 mm ABS Ringe Radlager Beläge hinten für Renault Trafic III	O	für
981	1	Bremsscheiben Ø 280 mm ABS Ringe Radlager Beläge hinten für Renault Trafic III	Kompatible_Fahrzeug_Marke	Renault
981	1	Bremsscheiben Ø 280 mm ABS Ringe Radlager Beläge hinten für Renault Trafic III	Kompatibles_Fahrzeug_Modell	Trafic III
984	2	INA ZAHNRIEMENSATZ + WASSERPUMPE FÜR AUDI A3 A4 A6 FORD VW GOLF SEAT LEON SKODA	Hersteller	INA
984	2	INA ZAHNRIEMENSATZ + WASSERPUMPE FÜR AUDI A3 A4 A6 FORD VW GOLF SEAT LEON SKODA	Produktart	ZAHNRIEMENSATZ
984	2	INA ZAHNRIEMENSATZ + WASSERPUMPE FÜR AUDI A3 A4 A6 FORD VW GOLF SEAT LEON SKODA	O	+
984	2	INA ZAHNRIEMENSATZ + WASSERPUMPE FÜR AUDI A3 A4 A6 FORD VW GOLF SEAT LEON SKODA	Im_Lieferumfang_Enthalten	WASSERPUMPE
984	2	INA ZAHNRIEMENSATZ + WASSERPUMPE FÜR AUDI A3 A4 A6 FORD VW GOLF SEAT LEON SKODA	O	FÜR
984	2	INA ZAHNRIEMENSATZ + WASSERPUMPE FÜR AUDI A3 A4 A6 FORD VW GOLF SEAT LEON SKODA	Kompatible_Fahrzeug_Marke	AUDI
984	2	INA ZAHNRIEMENSATZ + WASSERPUMPE FÜR AUDI A3 A4 A6 FORD VW GOLF SEAT LEON SKODA	Kompatibles_Fahrzeug_Modell	A3
984	2	INA ZAHNRIEMENSATZ + WASSERPUMPE FÜR AUDI A3 A4 A6 FORD VW GOLF SEAT LEON SKODA	Kompatibles_Fahrzeug_Modell	A4
984	2	INA ZAHNRIEMENSATZ + WASSERPUMPE FÜR AUDI A3 A4 A6 FORD VW GOLF SEAT LEON SKODA	Kompatibles_Fahrzeug_Modell	A6
984	2	INA ZAHNRIEMENSATZ + WASSERPUMPE FÜR AUDI A3 A4 A6 FORD VW GOLF SEAT LEON SKODA	Kompatible_Fahrzeug_Marke	FORD
984	2	INA ZAHNRIEMENSATZ + WASSERPUMPE FÜR AUDI A3 A4 A6 FORD VW GOLF SEAT LEON SKODA	Kompatible_Fahrzeug_Marke	VW
984	2	INA ZAHNRIEMENSATZ + WASSERPUMPE FÜR AUDI A3 A4 A6 FORD VW GOLF SEAT LEON SKODA	Kompatibles_Fahrzeug_Modell	GOLF
984	2	INA ZAHNRIEMENSATZ + WASSERPUMPE FÜR AUDI A3 A4 A6 FORD VW GOLF SEAT LEON SKODA	Kompatible_Fahrzeug_Marke	SEAT
984	2	INA ZAHNRIEMENSATZ + WASSERPUMPE FÜR AUDI A3 A4 A6 FORD VW GOLF SEAT LEON SKODA	Kompatibles_Fahrzeug_Modell	LEON
984	2	INA ZAHNRIEMENSATZ + WASSERPUMPE FÜR AUDI A3 A4 A6 FORD VW GOLF SEAT LEON SKODA	Kompatible_Fahrzeug_Marke	SKODA
997	1	ATE BREMSSCHEIBEN Ø314MM + BREMSBELÄGE VORNE FÜR AUDI 100 C4 A6 VAG	Hersteller	ATE
997	1	ATE BREMSSCHEIBEN Ø314MM + BREMSBELÄGE VORNE FÜR AUDI 100 C4 A6 VAG	Im_Lieferumfang_Enthalten	BREMSSCHEIBEN
997	1	ATE BREMSSCHEIBEN Ø314MM + BREMSBELÄGE VORNE FÜR AUDI 100 C4 A6 VAG	Bremsscheiben-Aussendurchmesser	Ø314MM
997	1	ATE BREMSSCHEIBEN Ø314MM + BREMSBELÄGE VORNE FÜR AUDI 100 C4 A6 VAG	O	+
997	1	ATE BREMSSCHEIBEN Ø314MM + BREMSBELÄGE VORNE FÜR AUDI 100 C4 A6 VAG	Im_Lieferumfang_Enthalten	BREMSBELÄGE
997	1	ATE BREMSSCHEIBEN Ø314MM + BREMSBELÄGE VORNE FÜR AUDI 100 C4 A6 VAG	Einbauposition	VORNE
997	1	ATE BREMSSCHEIBEN Ø314MM + BREMSBELÄGE VORNE FÜR AUDI 100 C4 A6 VAG	O	FÜR
997	1	ATE BREMSSCHEIBEN Ø314MM + BREMSBELÄGE VORNE FÜR AUDI 100 C4 A6 VAG	Kompatible_Fahrzeug_Marke	AUDI
997	1	ATE BREMSSCHEIBEN Ø314MM + BREMSBELÄGE VORNE FÜR AUDI 100 C4 A6 VAG	Kompatibles_Fahrzeug_Modell	100 C4
997	1	ATE BREMSSCHEIBEN Ø314MM + BREMSBELÄGE VORNE FÜR AUDI 100 C4 A6 VAG	Kompatibles_Fahrzeug_Modell	A6 VAG
999	1	ATE Bremsscheiben Ø245mmBeläge hinten für AUDI A4 [B5] Quattro Tdi V6 1.8 T S4	Hersteller	ATE
999	1	ATE Bremsscheiben Ø245mmBeläge hinten für AUDI A4 [B5] Quattro Tdi V6 1.8 T S4	Im_Lieferumfang_Enthalten	Bremsscheiben Ø245mmBeläge
999	1	ATE Bremsscheiben Ø245mmBeläge hinten für AUDI A4 [B5] Quattro Tdi V6 1.8 T S4	Einbauposition	hinten
999	1	ATE Bremsscheiben Ø245mmBeläge hinten für AUDI A4 [B5] Quattro Tdi V6 1.8 T S4	O	für
999	1	ATE Bremsscheiben Ø245mmBeläge hinten für AUDI A4 [B5] Quattro Tdi V6 1.8 T S4	Kompatible_Fahrzeug_Marke	AUDI
999	1	ATE Bremsscheiben Ø245mmBeläge hinten für AUDI A4 [B5] Quattro Tdi V6 1.8 T S4	Kompatibles_Fahrzeug_Modell	A4
999	1	ATE Bremsscheiben Ø245mmBeläge hinten für AUDI A4 [B5] Quattro Tdi V6 1.8 T S4	Kompatibles_Fahrzeug_Modell	[B5] Quattro Tdi V6 1.8 T S4
1001	1	Bosch Bremsscheiben 264mm + Beläge hinten für OPEL Combo + Meriva A	Hersteller	Bosch
1001	1	Bosch Bremsscheiben 264mm + Beläge hinten für OPEL Combo + Meriva A	Im_Lieferumfang_Enthalten	Bremsscheiben
1001	1	Bosch Bremsscheiben 264mm + Beläge hinten für OPEL Combo + Meriva A	Bremsscheiben-Aussendurchmesser	264mm
1001	1	Bosch Bremsscheiben 264mm + Beläge hinten für OPEL Combo + Meriva A	O	+
1001	1	Bosch Bremsscheiben 264mm + Beläge hinten für OPEL Combo + Meriva A	Im_Lieferumfang_Enthalten	Beläge
1001	1	Bosch Bremsscheiben 264mm + Beläge hinten für OPEL Combo + Meriva A	Einbauposition	hinten
1001	1	Bosch Bremsscheiben 264mm + Beläge hinten für OPEL Combo + Meriva A	O	für
1001	1	Bosch Bremsscheiben 264mm + Beläge hinten für OPEL Combo + Meriva A	Kompatible_Fahrzeug_Marke	OPEL
1001	1	Bosch Bremsscheiben 264mm + Beläge hinten für OPEL Combo + Meriva A	Kompatibles_Fahrzeug_Modell	Combo
1001	1	Bosch Bremsscheiben 264mm + Beläge hinten für OPEL Combo + Meriva A	O	+
1001	1	Bosch Bremsscheiben 264mm + Beläge hinten für OPEL Combo + Meriva A	Kompatibles_Fahrzeug_Modell	Meriva A
1004	1	NK BREMSSCHEIBEN 276mm BELÄGE VORNE für OPEL ASTRA K Limo + Kombi	Hersteller	NK
1004	1	NK BREMSSCHEIBEN 276mm BELÄGE VORNE für OPEL ASTRA K Limo + Kombi	Im_Lieferumfang_Enthalten	BREMSSCHEIBEN
1004	1	NK BREMSSCHEIBEN 276mm BELÄGE VORNE für OPEL ASTRA K Limo + Kombi	Bremsscheiben-Aussendurchmesser	276mm
1004	1	NK BREMSSCHEIBEN 276mm BELÄGE VORNE für OPEL ASTRA K Limo + Kombi	Im_Lieferumfang_Enthalten	BELÄGE
1004	1	NK BREMSSCHEIBEN 276mm BELÄGE VORNE für OPEL ASTRA K Limo + Kombi	Einbauposition	VORNE
1004	1	NK BREMSSCHEIBEN 276mm BELÄGE VORNE für OPEL ASTRA K Limo + Kombi	O	für
1004	1	NK BREMSSCHEIBEN 276mm BELÄGE VORNE für OPEL ASTRA K Limo + Kombi	Kompatible_Fahrzeug_Marke	OPEL
1004	1	NK BREMSSCHEIBEN 276mm BELÄGE VORNE für OPEL ASTRA K Limo + Kombi	Kompatibles_Fahrzeug_Modell	ASTRA K Limo
1004	1	NK BREMSSCHEIBEN 276mm BELÄGE VORNE für OPEL ASTRA K Limo + Kombi	O	+
1004	1	NK BREMSSCHEIBEN 276mm BELÄGE VORNE für OPEL ASTRA K Limo + Kombi	Kompatibles_Fahrzeug_Modell	Kombi
1005	1	Sportbremsscheiben und Ate Ceramic-beläge Audi A3, Seat, VW Golf VII vorne 312mm	Im_Lieferumfang_Enthalten	Sportbremsscheiben
1005	1	Sportbremsscheiben und Ate Ceramic-beläge Audi A3, Seat, VW Golf VII vorne 312mm	O	und
1005	1	Sportbremsscheiben und Ate Ceramic-beläge Audi A3, Seat, VW Golf VII vorne 312mm	Hersteller	Ate
1005	1	Sportbremsscheiben und Ate Ceramic-beläge Audi A3, Seat, VW Golf VII vorne 312mm	Im_Lieferumfang_Enthalten	Ceramic-beläge
1005	1	Sportbremsscheiben und Ate Ceramic-beläge Audi A3, Seat, VW Golf VII vorne 312mm	Kompatible_Fahrzeug_Marke	Audi
1005	1	Sportbremsscheiben und Ate Ceramic-beläge Audi A3, Seat, VW Golf VII vorne 312mm	Kompatibles_Fahrzeug_Modell	A3,
1005	1	Sportbremsscheiben und Ate Ceramic-beläge Audi A3, Seat, VW Golf VII vorne 312mm	Kompatible_Fahrzeug_Marke	Seat,
1005	1	Sportbremsscheiben und Ate Ceramic-beläge Audi A3, Seat, VW Golf VII vorne 312mm	Kompatible_Fahrzeug_Marke	VW
1005	1	Sportbremsscheiben und Ate Ceramic-beläge Audi A3, Seat, VW Golf VII vorne 312mm	Kompatibles_Fahrzeug_Modell	Golf VII
1005	1	Sportbremsscheiben und Ate Ceramic-beläge Audi A3, Seat, VW Golf VII vorne 312mm	Einbauposition	vorne
1005	1	Sportbremsscheiben und Ate Ceramic-beläge Audi A3, Seat, VW Golf VII vorne 312mm	Bremsscheiben-Aussendurchmesser	312mm
1006	2	BOSCH Zahnriemensatz + G12 für VOLVO C30 C70 S40 V50 V60 V70 XC60 XC90 2.0D-2.4D	Hersteller	BOSCH
1006	2	BOSCH Zahnriemensatz + G12 für VOLVO C30 C70 S40 V50 V60 V70 XC60 XC90 2.0D-2.4D	Produktart	Zahnriemensatz
1006	2	BOSCH Zahnriemensatz + G12 für VOLVO C30 C70 S40 V50 V60 V70 XC60 XC90 2.0D-2.4D	O	+
1006	2	BOSCH Zahnriemensatz + G12 für VOLVO C30 C70 S40 V50 V60 V70 XC60 XC90 2.0D-2.4D	Im_Lieferumfang_Enthalten	G12
1006	2	BOSCH Zahnriemensatz + G12 für VOLVO C30 C70 S40 V50 V60 V70 XC60 XC90 2.0D-2.4D	O	für
1006	2	BOSCH Zahnriemensatz + G12 für VOLVO C30 C70 S40 V50 V60 V70 XC60 XC90 2.0D-2.4D	Kompatible_Fahrzeug_Marke	VOLVO
1006	2	BOSCH Zahnriemensatz + G12 für VOLVO C30 C70 S40 V50 V60 V70 XC60 XC90 2.0D-2.4D	Kompatibles_Fahrzeug_Modell	C30
1006	2	BOSCH Zahnriemensatz + G12 für VOLVO C30 C70 S40 V50 V60 V70 XC60 XC90 2.0D-2.4D	Kompatibles_Fahrzeug_Modell	C70
1006	2	BOSCH Zahnriemensatz + G12 für VOLVO C30 C70 S40 V50 V60 V70 XC60 XC90 2.0D-2.4D	Kompatibles_Fahrzeug_Modell	S40
1006	2	BOSCH Zahnriemensatz + G12 für VOLVO C30 C70 S40 V50 V60 V70 XC60 XC90 2.0D-2.4D	Kompatibles_Fahrzeug_Modell	V50
1006	2	BOSCH Zahnriemensatz + G12 für VOLVO C30 C70 S40 V50 V60 V70 XC60 XC90 2.0D-2.4D	Kompatibles_Fahrzeug_Modell	V60
1006	2	BOSCH Zahnriemensatz + G12 für VOLVO C30 C70 S40 V50 V60 V70 XC60 XC90 2.0D-2.4D	Kompatibles_Fahrzeug_Modell	V70
1006	2	BOSCH Zahnriemensatz + G12 für VOLVO C30 C70 S40 V50 V60 V70 XC60 XC90 2.0D-2.4D	Kompatibles_Fahrzeug_Modell	XC60
1006	2	BOSCH Zahnriemensatz + G12 für VOLVO C30 C70 S40 V50 V60 V70 XC60 XC90 2.0D-2.4D	Kompatibles_Fahrzeug_Modell	XC90 2.0D-2.4D
1012	2	Motor Arretierwerkzeug Nockenwellen Peugeot 206 207 406 Citroen Xsara 1.8 2.0	Produktart	Motor Arretierwerkzeug
1012	2	Motor Arretierwerkzeug Nockenwellen Peugeot 206 207 406 Citroen Xsara 1.8 2.0	Anwendung	Nockenwellen
1012	2	Motor Arretierwerkzeug Nockenwellen Peugeot 206 207 406 Citroen Xsara 1.8 2.0	Kompatible_Fahrzeug_Marke	Peugeot
1012	2	Motor Arretierwerkzeug Nockenwellen Peugeot 206 207 406 Citroen Xsara 1.8 2.0	Kompatibles_Fahrzeug_Modell	206
1012	2	Motor Arretierwerkzeug Nockenwellen Peugeot 206 207 406 Citroen Xsara 1.8 2.0	Kompatibles_Fahrzeug_Modell	207
1012	2	Motor Arretierwerkzeug Nockenwellen Peugeot 206 207 406 Citroen Xsara 1.8 2.0	Kompatibles_Fahrzeug_Modell	406
1012	2	Motor Arretierwerkzeug Nockenwellen Peugeot 206 207 406 Citroen Xsara 1.8 2.0	Kompatible_Fahrzeug_Marke	Citroen
1012	2	Motor Arretierwerkzeug Nockenwellen Peugeot 206 207 406 Citroen Xsara 1.8 2.0	Kompatibles_Fahrzeug_Modell	Xsara 1.8 2.0
1013	2	CONTI Zahnriemen Satz + Wasserpumpe VW AUDI SEAT 1.9 TDI SDI /1Z AHU AFN ALE AEY	Hersteller	CONTI
1013	2	CONTI Zahnriemen Satz + Wasserpumpe VW AUDI SEAT 1.9 TDI SDI /1Z AHU AFN ALE AEY	Produktart	Zahnriemen Satz
1013	2	CONTI Zahnriemen Satz + Wasserpumpe VW AUDI SEAT 1.9 TDI SDI /1Z AHU AFN ALE AEY	O	+
1013	2	CONTI Zahnriemen Satz + Wasserpumpe VW AUDI SEAT 1.9 TDI SDI /1Z AHU AFN ALE AEY	Im_Lieferumfang_Enthalten	Wasserpumpe
1013	2	CONTI Zahnriemen Satz + Wasserpumpe VW AUDI SEAT 1.9 TDI SDI /1Z AHU AFN ALE AEY	Kompatible_Fahrzeug_Marke	VW
1013	2	CONTI Zahnriemen Satz + Wasserpumpe VW AUDI SEAT 1.9 TDI SDI /1Z AHU AFN ALE AEY	Kompatible_Fahrzeug_Marke	AUDI
1013	2	CONTI Zahnriemen Satz + Wasserpumpe VW AUDI SEAT 1.9 TDI SDI /1Z AHU AFN ALE AEY	Kompatible_Fahrzeug_Marke	SEAT
1013	2	CONTI Zahnriemen Satz + Wasserpumpe VW AUDI SEAT 1.9 TDI SDI /1Z AHU AFN ALE AEY	Kompatibles_Fahrzeug_Modell	1.9 TDI SDI /1Z AHU AFN ALE AEY
1028	2	INA ZAHNRIEMENSATZ WASSERPUMPE für 1.4 VW GOLF 4 5 POLO LUPO 6N,9N LEON FABIA	Hersteller	INA
1028	2	INA ZAHNRIEMENSATZ WASSERPUMPE für 1.4 VW GOLF 4 5 POLO LUPO 6N,9N LEON FABIA	Produktart	ZAHNRIEMENSATZ
1028	2	INA ZAHNRIEMENSATZ WASSERPUMPE für 1.4 VW GOLF 4 5 POLO LUPO 6N,9N LEON FABIA	Im_Lieferumfang_Enthalten	WASSERPUMPE
1028	2	INA ZAHNRIEMENSATZ WASSERPUMPE für 1.4 VW GOLF 4 5 POLO LUPO 6N,9N LEON FABIA	O	für
1028	2	INA ZAHNRIEMENSATZ WASSERPUMPE für 1.4 VW GOLF 4 5 POLO LUPO 6N,9N LEON FABIA	Kompatibles_Fahrzeug_Modell	1.4
1028	2	INA ZAHNRIEMENSATZ WASSERPUMPE für 1.4 VW GOLF 4 5 POLO LUPO 6N,9N LEON FABIA	Kompatible_Fahrzeug_Marke	VW
1028	2	INA ZAHNRIEMENSATZ WASSERPUMPE für 1.4 VW GOLF 4 5 POLO LUPO 6N,9N LEON FABIA	Kompatibles_Fahrzeug_Modell	GOLF
1028	2	INA ZAHNRIEMENSATZ WASSERPUMPE für 1.4 VW GOLF 4 5 POLO LUPO 6N,9N LEON FABIA	Kompatibles_Fahrzeug_Modell	4
1028	2	INA ZAHNRIEMENSATZ WASSERPUMPE für 1.4 VW GOLF 4 5 POLO LUPO 6N,9N LEON FABIA	Kompatibles_Fahrzeug_Modell	5
1028	2	INA ZAHNRIEMENSATZ WASSERPUMPE für 1.4 VW GOLF 4 5 POLO LUPO 6N,9N LEON FABIA	Kompatibles_Fahrzeug_Modell	POLO
1028	2	INA ZAHNRIEMENSATZ WASSERPUMPE für 1.4 VW GOLF 4 5 POLO LUPO 6N,9N LEON FABIA	Kompatibles_Fahrzeug_Modell	LUPO 6N,9N
1028	2	INA ZAHNRIEMENSATZ WASSERPUMPE für 1.4 VW GOLF 4 5 POLO LUPO 6N,9N LEON FABIA	Kompatibles_Fahrzeug_Modell	LEON
1028	2	INA ZAHNRIEMENSATZ WASSERPUMPE für 1.4 VW GOLF 4 5 POLO LUPO 6N,9N LEON FABIA	Kompatibles_Fahrzeug_Modell	FABIA
1041	1	Bremsen hinten für VW Polo 6N 6N2 Lupo Ibiza Cordoba 6K Bremsscheiben Beläge	O	Bremsen
1041	1	Bremsen hinten für VW Polo 6N 6N2 Lupo Ibiza Cordoba 6K Bremsscheiben Beläge	Einbauposition	hinten
1041	1	Bremsen hinten für VW Polo 6N 6N2 Lupo Ibiza Cordoba 6K Bremsscheiben Beläge	O	für
1041	1	Bremsen hinten für VW Polo 6N 6N2 Lupo Ibiza Cordoba 6K Bremsscheiben Beläge	Kompatible_Fahrzeug_Marke	VW
1041	1	Bremsen hinten für VW Polo 6N 6N2 Lupo Ibiza Cordoba 6K Bremsscheiben Beläge	Kompatibles_Fahrzeug_Modell	Polo 6N
1041	1	Bremsen hinten für VW Polo 6N 6N2 Lupo Ibiza Cordoba 6K Bremsscheiben Beläge	Kompatibles_Fahrzeug_Modell	6N2
1041	1	Bremsen hinten für VW Polo 6N 6N2 Lupo Ibiza Cordoba 6K Bremsscheiben Beläge	Kompatibles_Fahrzeug_Modell	Lupo
1041	1	Bremsen hinten für VW Polo 6N 6N2 Lupo Ibiza Cordoba 6K Bremsscheiben Beläge	Kompatibles_Fahrzeug_Modell	Ibiza
1041	1	Bremsen hinten für VW Polo 6N 6N2 Lupo Ibiza Cordoba 6K Bremsscheiben Beläge	Kompatibles_Fahrzeug_Modell	Cordoba 6K
1041	1	Bremsen hinten für VW Polo 6N 6N2 Lupo Ibiza Cordoba 6K Bremsscheiben Beläge	Im_Lieferumfang_Enthalten	Bremsscheiben
1041	1	Bremsen hinten für VW Polo 6N 6N2 Lupo Ibiza Cordoba 6K Bremsscheiben Beläge	Im_Lieferumfang_Enthalten	Beläge
1044	1	ATE BREMSSCHEIBEN Ø241MM + BREMSBELÄGE VORNE FÜR HYUNDAI I10 KIA PICANTO	Hersteller	ATE
1044	1	ATE BREMSSCHEIBEN Ø241MM + BREMSBELÄGE VORNE FÜR HYUNDAI I10 KIA PICANTO	Im_Lieferumfang_Enthalten	BREMSSCHEIBEN
1044	1	ATE BREMSSCHEIBEN Ø241MM + BREMSBELÄGE VORNE FÜR HYUNDAI I10 KIA PICANTO	Bremsscheiben-Aussendurchmesser	Ø241MM
1044	1	ATE BREMSSCHEIBEN Ø241MM + BREMSBELÄGE VORNE FÜR HYUNDAI I10 KIA PICANTO	O	+
1044	1	ATE BREMSSCHEIBEN Ø241MM + BREMSBELÄGE VORNE FÜR HYUNDAI I10 KIA PICANTO	Im_Lieferumfang_Enthalten	BREMSBELÄGE
